"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C01_008E","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","S1901_C04_006E"
"310M100US41060","St. Cloud, MN Metro Area","71971","1503","6.5","1.5","6.2","1.4","10.1","1.5","10.0","1.4","14.0","1.8","18.5","1.7","1.8","12.6","1.4","3.8","0.8","2.5","0.6","54573","3076","66085","2317","27.7","(X)","(X)","(X)","(X)","(X)","47503","1799","2.8","1.2","2.7","0.9","5.4","1.3","8.5","1.3","13.2","2.0","21.3","2.3","20.1","2.1","17.4","1.8","4.9","1.1","3.6","1.0","69561","3082","80475","3334","(X)","(X)","27.6","(X)","(X)","(X)","39081","1701","1.8","1.1","1.2","0.6","3.7","1.3","5.9","1.2","12.2","1.9","21.6","2.5","22.9","2.4","20.5","2.1","5.7","1.4","4.4","1.2","79086","3418","15.7","88826","3813","(X)","(X)","(X)","(X)","(X)","(X)","24468","1549","14.5","3.7","13.3","3.6","19.7","3.9","12.9","3.1","3.4","13.2","2.4","6.1","2.4","2.7","1.7","1.8","1.6","0.2","0.2","26591","3406","36692","2831","(X)","(X)","(X)","(X)","27.2","(X)","15.5"
"310M100US41100","St. George, UT Metro Area","48186","2125","7.3","1.8","6.3","2.4","13.3","2.8","11.1","2.3","17.8","3.3","20.0","2.8","2.3","9.0","2.2","3.1","1.2","2.2","0.8","43837","3514","57883","3774","31.3","(X)","(X)","(X)","(X)","(X)","35436","2146","5.1","2.0","2.2","1.3","11.2","2.8","9.2","2.4","19.2","3.9","24.5","3.7","12.1","2.9","10.3","2.4","3.3","1.3","2.9","1.1","52193","4385","65818","4162","(X)","(X)","31.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56353","2891","9.8","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12750","1957","13.3","4.6","18.0","7.2","22.4","7.4","16.4","5.8","5.1","7.1","3.4","2.8","2.3","5.1","3.8","0.0","1.1","0.0","1.1","23196","3206","31055","3891","(X)","(X)","(X)","(X)","30.6","(X)","14.9"
"310M100US41140","St. Joseph, MO-KS Metro Area","47656","1286","9.4","2.1","6.6","1.7","12.8","2.2","12.2","2.0","14.9","2.3","20.1","2.1","1.8","9.5","2.0","2.0","0.7","1.4","0.6","43784","2750","54561","2422","25.9","(X)","(X)","(X)","(X)","(X)","31179","1822","6.2","1.7","3.4","1.7","6.7","2.0","12.0","2.3","14.8","2.3","23.6","2.9","15.3","2.6","13.3","2.9","2.9","1.1","1.8","0.8","58457","2824","66196","3439","(X)","(X)","26.1","(X)","(X)","(X)","23056","1651","0.7","0.5","3.0","1.8","3.5","1.3","10.5","2.7","12.5","2.2","28.1","3.5","20.0","3.3","15.5","3.6","3.6","1.5","2.5","1.1","68021","3498","11.0","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16477","1514","16.8","4.4","13.1","3.4","24.0","4.7","13.4","3.3","4.1","11.1","2.6","2.9","1.4","2.0","1.0","0.3","0.4","0.5","0.6","22712","2355","31115","2865","(X)","(X)","(X)","(X)","24.7","(X)","15.9"
"310M100US41180","St. Louis, MO-IL Metro Area","1108723","6375","7.4","0.4","5.4","0.4","10.8","0.5","10.5","0.4","13.4","0.5","18.5","0.6","0.5","12.7","0.5","4.6","0.3","4.0","0.2","52243","630","70369","822","27.2","(X)","(X)","(X)","(X)","(X)","718958","8264","4.6","0.4","3.1","0.4","7.5","0.5","8.5","0.5","12.2","0.6","20.0","0.7","15.4","0.8","16.9","0.7","6.4","0.4","5.4","0.4","66870","1054","84160","1260","(X)","(X)","27.6","(X)","(X)","(X)","521759","8572","1.4","0.3","1.2","0.2","4.0","0.4","6.4","0.5","10.6","0.5","21.1","0.9","18.3","1.0","21.5","0.9","8.4","0.5","7.1","0.5","81306","1052","12.6","99619","1527","(X)","(X)","(X)","(X)","(X)","(X)","389765","7613","13.7","0.9","10.2","0.7","17.7","0.9","14.2","0.8","0.9","15.4","0.9","6.7","0.7","4.2","0.4","1.1","0.2","1.3","0.2","30432","618","42312","1049","(X)","(X)","(X)","(X)","24.9","(X)","15.5"
"310M100US41420","Salem, OR Metro Area","142746","1929","9.1","1.3","5.8","1.1","11.6","1.3","11.7","1.2","15.6","1.2","20.3","1.7","1.2","10.4","1.2","2.6","0.7","1.4","0.4","45656","2068","57837","2036","24.9","(X)","(X)","(X)","(X)","(X)","101419","3271","6.5","1.4","4.2","1.1","10.4","1.7","11.0","1.6","13.6","1.3","22.8","2.2","13.8","1.5","12.5","1.6","3.4","0.9","1.7","0.4","54395","2278","65145","2641","(X)","(X)","24.2","(X)","(X)","(X)","72936","3320","1.7","0.8","2.1","0.9","8.0","1.8","9.9","1.8","13.5","1.6","25.3","2.6","16.7","1.8","16.1","2.2","4.2","1.2","2.4","0.6","64414","2540","11.5","76345","3760","(X)","(X)","(X)","(X)","(X)","(X)","41327","2957","18.2","2.7","10.4","2.4","16.0","2.8","14.3","2.3","2.9","13.3","2.5","5.5","1.8","3.3","1.3","0.4","0.4","0.6","0.6","29566","2567","36148","2732","(X)","(X)","(X)","(X)","22.3","(X)","18.0"
"310M100US41500","Salinas, CA Metro Area","124171","1866","3.7","0.8","5.1","0.9","10.6","1.2","9.8","1.3","13.7","1.4","20.2","1.4","1.3","13.8","1.4","6.0","1.0","4.8","0.8","58109","3535","76172","2694","26.3","(X)","(X)","(X)","(X)","(X)","89269","2659","2.9","0.7","3.9","0.8","10.3","1.6","9.9","1.4","13.5","1.6","18.8","1.8","13.0","1.8","15.3","1.6","6.9","1.4","5.6","1.0","61788","3151","81070","3504","(X)","(X)","26.4","(X)","(X)","(X)","63589","2742","0.7","0.4","2.1","0.8","6.9","1.6","8.9","1.6","13.7","1.8","18.3","2.1","14.9","2.4","18.5","2.1","8.7","1.9","7.2","1.3","74026","3708","12.4","93575","4686","(X)","(X)","(X)","(X)","(X)","(X)","34902","2152","8.2","2.4","10.5","2.6","12.9","2.6","10.3","2.4","2.6","22.7","3.9","9.5","2.3","8.4","2.0","2.7","1.2","1.7","0.7","41865","4867","55624","4005","(X)","(X)","(X)","(X)","23.2","(X)","13.0"
"310M100US41540","Salisbury, MD Metro Area","44623","2538","9.0","2.0","4.6","1.6","12.8","2.8","12.5","2.3","11.4","2.3","20.7","3.1","2.6","12.5","2.2","3.9","1.6","1.9","1.1","49357","5232","61369","3963","32.6","(X)","(X)","(X)","(X)","(X)","29916","1913","6.6","2.4","4.1","2.0","9.6","3.2","10.9","2.7","11.9","2.8","22.4","4.0","10.6","3.0","15.8","3.3","5.5","2.3","2.8","1.6","57698","8959","70652","5581","(X)","(X)","31.6","(X)","(X)","(X)","20256","1663","1.1","0.9","0.9","0.6","6.6","3.7","9.4","3.2","8.3","2.5","25.8","5.0","12.9","4.0","23.2","4.4","7.7","3.3","4.0","2.3","73601","4428","10.6","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14707","1893","17.1","5.2","8.8","3.6","18.7","5.2","15.8","4.8","4.4","14.6","3.8","7.7","3.5","3.6","1.8","0.6","0.9","0.3","0.5","27294","4269","36746","3847","(X)","(X)","(X)","(X)","31.5","(X)","12.8"
"310M100US41580","Salisbury, NC Micro Area","51406","1706","8.2","1.7","7.4","1.8","14.0","2.2","13.1","2.3","17.8","2.7","18.4","3.0","2.3","7.1","1.5","1.4","0.7","0.6","0.3","40089","2122","49843","2248","32.0","(X)","(X)","(X)","(X)","(X)","35990","1879","4.1","1.7","6.3","2.1","13.8","2.9","10.4","2.5","19.1","3.6","19.4","3.5","15.3","2.9","9.1","2.0","1.8","1.0","0.7","0.4","46066","3295","56199","3207","(X)","(X)","32.3","(X)","(X)","(X)","25717","1728","1.3","0.7","3.6","2.1","8.9","2.9","9.6","3.3","18.4","3.8","22.5","4.4","20.0","3.5","12.5","2.8","2.4","1.3","0.8","0.6","58664","4174","12.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15416","1459","19.2","4.5","10.8","3.9","17.4","4.2","19.0","4.4","3.5","13.3","4.5","3.0","2.2","2.0","1.5","0.4","0.5","0.3","0.4","26321","2662","31595","2802","(X)","(X)","(X)","(X)","29.7","(X)","14.7"
"310M100US41620","Salt Lake City, UT Metro Area","380362","2860","5.3","0.7","3.8","0.4","9.5","0.8","9.3","0.8","13.3","0.8","21.2","0.9","0.9","14.4","0.9","4.8","0.5","4.4","0.5","60061","1140","77274","1664","25.7","(X)","(X)","(X)","(X)","(X)","267543","4479","3.5","0.7","2.7","0.4","7.0","0.6","8.2","0.9","12.0","0.9","21.5","1.2","16.2","1.1","17.8","1.0","5.5","0.6","5.6","0.7","68578","1838","86947","2147","(X)","(X)","25.2","(X)","(X)","(X)","207800","4969","1.4","0.4","1.2","0.4","5.0","0.7","7.4","0.9","10.5","0.9","22.1","1.3","18.3","1.3","21.0","1.3","6.7","0.8","6.4","0.7","78030","1741","14.1","96705","2408","(X)","(X)","(X)","(X)","(X)","(X)","112819","4188","11.6","1.4","7.2","1.0","16.2","1.9","12.3","1.5","1.8","19.3","1.9","7.9","1.2","5.2","1.1","2.2","0.7","1.6","0.6","36891","1765","48854","2986","(X)","(X)","(X)","(X)","24.4","(X)","16.6"
"310M100US41660","San Angelo, TX Metro Area","43104","1598","5.6","1.7","10.1","2.3","10.6","2.2","12.8","3.1","14.9","2.3","18.4","3.6","2.6","12.0","2.3","1.0","0.6","2.4","1.1","44910","4093","57892","3442","27.8","(X)","(X)","(X)","(X)","(X)","27914","1776","5.1","2.4","4.8","2.1","8.7","2.6","9.5","2.9","13.7","3.0","20.1","4.4","17.7","4.2","15.9","3.2","1.0","0.8","3.4","1.5","58152","6746","68507","4231","(X)","(X)","26.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70560","6505","12.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15190","1671","9.7","3.4","20.4","5.5","14.7","4.5","16.4","6.5","4.8","14.7","5.2","2.7","2.3","3.7","2.7","0.5","0.8","0.6","0.8","27091","4060","35640","4355","(X)","(X)","(X)","(X)","27.2","(X)","16.6"
"310M100US41700","San Antonio-New Braunfels, TX Metro Area","766963","5686","7.8","0.5","4.9","0.4","11.3","0.5","10.0","0.5","14.5","0.7","19.0","0.8","0.6","12.6","0.6","3.9","0.4","3.8","0.4","51486","913","68351","1336","28.8","(X)","(X)","(X)","(X)","(X)","536194","6951","5.3","0.5","3.5","0.4","9.8","0.6","8.7","0.6","14.2","0.6","19.7","0.8","14.1","0.7","15.1","0.7","4.8","0.5","4.8","0.5","60221","1108","77105","1505","(X)","(X)","29.8","(X)","(X)","(X)","373852","6987","1.8","0.3","1.8","0.3","6.8","0.6","6.9","0.6","12.4","0.8","20.6","1.1","17.4","1.0","19.5","1.0","6.4","0.6","6.4","0.7","74689","1786","12.3","91872","2041","(X)","(X)","(X)","(X)","(X)","(X)","230769","6493","15.2","1.2","8.9","0.9","15.1","1.4","13.3","1.2","1.5","16.4","1.4","7.3","0.9","5.9","1.0","1.4","0.4","1.2","0.4","32554","1430","44534","1726","(X)","(X)","(X)","(X)","24.6","(X)","15.3"
"310M100US41740","San Diego-Carlsbad-San Marcos, CA Metro Area","1079653","5725","6.7","0.4","4.5","0.3","9.2","0.5","9.3","0.4","12.4","0.4","17.3","0.6","0.5","14.7","0.5","7.0","0.4","6.1","0.4","60330","911","81326","1171","29.2","(X)","(X)","(X)","(X)","(X)","715981","9138","5.3","0.4","2.7","0.3","7.7","0.5","8.2","0.5","12.4","0.6","17.3","0.8","13.4","0.6","17.2","0.7","8.1","0.5","7.7","0.5","69364","1639","91024","1563","(X)","(X)","28.9","(X)","(X)","(X)","527784","8814","3.3","0.4","1.6","0.3","5.5","0.5","6.7","0.5","10.9","0.6","16.8","0.8","14.8","0.7","20.2","0.9","10.2","0.6","9.9","0.7","82105","1303","12.7","104516","1979","(X)","(X)","(X)","(X)","(X)","(X)","363672","8241","10.8","0.9","8.4","0.8","13.1","1.0","11.8","0.8","0.9","17.2","1.0","10.5","0.9","9.1","0.7","3.9","0.6","2.8","0.5","41534","1293","58140","1680","(X)","(X)","(X)","(X)","27.8","(X)","12.6"
"310M100US41780","Sandusky, OH Metro Area","31739","1131","6.0","1.8","6.1","1.9","11.9","2.3","14.2","2.4","15.4","3.2","16.7","2.9","3.0","9.7","1.9","2.2","0.9","2.5","1.4","44694","5038","62310","5363","27.0","(X)","(X)","(X)","(X)","(X)","20375","1288","2.5","1.3","3.2","1.7","7.5","2.4","9.4","2.9","14.3","3.5","21.8","4.2","21.1","4.9","14.0","2.6","3.4","1.4","2.9","2.0","66133","4979","74461","6468","(X)","(X)","27.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","75265","4594","15.4","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11364","1243","12.5","4.5","11.7","4.7","20.5","4.5","22.4","5.6","5.9","5.6","2.8","3.1","2.0","2.0","1.8","0.0","1.2","1.7","1.7","26756","2178","38239","9227","(X)","(X)","(X)","(X)","24.1","(X)","20.5"
"310M100US41860","San Francisco-Oakland-Fremont, CA Metro Area","1636828","5947","5.4","0.3","4.7","0.2","7.8","0.3","6.7","0.3","10.1","0.4","15.4","0.4","0.4","17.0","0.5","9.0","0.3","12.4","0.4","74922","1040","105907","1357","27.4","(X)","(X)","(X)","(X)","(X)","1013477","8797","3.4","0.3","2.4","0.3","6.0","0.4","6.0","0.4","9.3","0.5","14.8","0.5","11.8","0.6","19.4","0.6","11.1","0.4","15.8","0.5","91037","1220","122935","1773","(X)","(X)","27.9","(X)","(X)","(X)","760088","9934","1.4","0.2","1.3","0.2","4.1","0.3","4.6","0.4","7.9","0.5","13.4","0.6","11.8","0.6","22.0","0.7","13.3","0.5","20.1","0.6","109349","1468","11.4","142419","2044","(X)","(X)","(X)","(X)","(X)","(X)","623351","8727","9.6","0.6","8.5","0.6","11.2","0.6","8.1","0.6","0.6","16.4","0.6","10.6","0.7","12.6","0.7","5.4","0.5","6.2","0.6","50906","731","74353","1893","(X)","(X)","(X)","(X)","25.0","(X)","11.6"
"310M100US41900","San Germ?n-Cabo Rojo, PR Metro Area","45276","2328","36.0","3.2","13.1","2.8","19.9","2.5","10.4","2.1","10.1","2.0","6.5","2.0","0.9","1.6","0.9","0.6","0.7","0.0","0.4","15350","1204","22707","1569","15.7","(X)","(X)","(X)","(X)","(X)","31744","2093","28.7","3.5","11.5","3.0","20.6","3.1","13.0","2.7","12.5","2.8","8.8","2.7","1.9","1.1","2.3","1.2","0.8","1.0","0.0","0.6","19524","1813","26935","2083","(X)","(X)","14.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","22440","1872","1.7","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13532","1668","56.0","6.5","16.7","4.9","16.8","4.8","4.4","2.2","2.1","0.6","1.1","1.3","1.2","0.0","1.4","0.0","1.4","0.0","1.4","8603","1497","12020","1478","(X)","(X)","(X)","(X)","18.0","(X)","4.2"
"310M100US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","630849","2905","4.1","0.4","3.3","0.4","6.5","0.4","6.2","0.5","9.2","0.7","13.3","0.6","0.6","19.6","0.7","10.4","0.6","15.4","0.6","90737","1334","118103","2510","26.0","(X)","(X)","(X)","(X)","(X)","454390","5419","3.1","0.5","1.9","0.3","5.5","0.5","5.5","0.5","8.6","0.7","12.3","0.7","12.2","0.7","20.3","0.8","11.9","0.7","18.7","0.7","101005","1214","130943","2654","(X)","(X)","26.2","(X)","(X)","(X)","353681","5899","1.6","0.3","1.3","0.3","4.0","0.5","3.9","0.4","6.8","0.7","10.9","0.8","12.4","0.7","22.3","0.9","13.8","0.8","23.1","0.9","117871","2662","11.9","148811","3146","(X)","(X)","(X)","(X)","(X)","(X)","176459","5799","8.4","1.2","7.1","1.1","10.2","1.1","8.8","1.2","1.4","16.5","1.3","11.1","1.2","15.8","1.3","5.7","0.8","5.6","0.9","56899","2805","78023","4856","(X)","(X)","(X)","(X)","22.4","(X)","10.8"
"310M100US41980","San Juan-Caguas-Guaynabo, PR Metro Area","855555","6987","26.5","0.7","10.7","0.5","18.8","0.7","12.2","0.6","13.0","0.5","10.1","0.5","0.3","2.7","0.3","1.1","0.2","0.7","0.1","21299","407","32650","639","25.6","(X)","(X)","(X)","(X)","(X)","604876","9224","21.5","0.8","9.7","0.6","19.6","0.8","13.2","0.7","14.2","0.7","11.6","0.7","4.8","0.4","3.3","0.4","1.2","0.2","0.8","0.2","24545","541","36165","857","(X)","(X)","27.4","(X)","(X)","(X)","341133","6674","10.9","0.8","8.3","0.7","19.2","1.0","13.2","0.9","17.3","1.0","15.9","0.9","6.8","0.6","5.0","0.6","2.0","0.4","1.4","0.3","33617","1007","4.2","46210","1455","(X)","(X)","(X)","(X)","(X)","(X)","250679","6650","41.9","1.4","14.3","1.0","17.4","1.1","8.9","1.0","1.0","4.8","0.7","2.1","0.4","1.2","0.4","0.6","0.3","0.3","0.2","12588","494","21575","1022","(X)","(X)","(X)","(X)","19.1","(X)","8.5"
"310M100US42020","San Luis Obispo-Paso Robles, CA Metro Area","101897","2448","6.1","1.1","4.8","1.2","8.2","1.5","8.3","1.5","15.5","1.7","16.1","1.7","1.8","15.8","2.0","5.6","0.9","5.2","1.0","60264","3482","78744","3537","28.8","(X)","(X)","(X)","(X)","(X)","65081","2926","3.4","1.4","2.2","1.2","6.3","1.6","7.0","1.9","14.6","2.2","17.4","2.4","16.4","2.2","18.8","2.3","7.5","1.5","6.4","1.5","73217","5188","90846","4793","(X)","(X)","29.1","(X)","(X)","(X)","50636","2789","1.3","0.9","1.0","0.7","3.8","1.4","5.5","1.9","11.5","2.2","19.0","2.6","19.5","2.6","21.4","2.7","8.8","1.8","8.2","1.9","85005","3263","14.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","36816","2631","12.1","2.4","9.6","2.6","11.0","2.4","11.0","2.7","3.5","15.2","3.5","9.6","2.5","8.8","3.2","1.8","0.8","2.7","1.7","39333","2759","53638","5268","(X)","(X)","(X)","(X)","26.0","(X)","18.1"
"310M100US42060","Santa Barbara-Santa Maria-Goleta, CA Metro Area","141639","1840","6.3","1.0","4.6","0.8","8.6","1.0","9.9","1.1","11.7","1.3","18.0","1.6","1.4","15.2","1.6","6.7","1.0","5.7","0.8","61890","2475","83192","2949","34.2","(X)","(X)","(X)","(X)","(X)","92992","2668","3.7","1.1","2.4","0.7","7.6","1.4","8.7","1.6","12.0","1.7","17.8","1.9","14.5","1.8","17.3","1.9","8.1","1.3","8.0","1.2","71648","2614","95744","4506","(X)","(X)","34.1","(X)","(X)","(X)","69319","2510","1.3","0.8","1.0","0.5","4.9","1.3","7.1","1.6","10.3","1.8","18.9","2.3","15.7","2.2","20.2","2.2","10.1","1.6","10.4","1.5","84711","4159","13.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","48647","2515","12.6","2.5","9.9","2.0","13.3","2.0","12.0","1.9","2.1","17.1","2.7","10.2","2.2","9.9","2.0","2.8","1.0","0.9","0.6","36522","2668","52706","3830","(X)","(X)","(X)","(X)","30.4","(X)","11.3"
"310M100US42100","Santa Cruz-Watsonville, CA Metro Area","93253","1926","5.8","1.4","3.8","0.9","8.2","1.5","7.5","1.4","10.8","1.6","18.5","2.2","1.6","16.6","1.7","7.6","1.4","9.1","1.2","67769","3229","91901","3838","24.5","(X)","(X)","(X)","(X)","(X)","57781","2323","3.5","1.1","1.8","0.7","5.4","1.6","5.6","1.5","9.7","1.8","18.7","2.8","12.2","2.2","22.1","2.5","9.0","2.0","12.0","1.6","82643","5757","108154","5424","(X)","(X)","25.1","(X)","(X)","(X)","43852","1971","1.3","0.9","0.4","0.4","2.6","1.1","3.6","1.2","9.3","1.9","16.6","2.7","13.3","2.5","26.5","3.0","11.3","2.6","15.0","2.1","103112","4919","12.1","N","N","(X)","(X)","(X)","(X)","(X)","(X)","35472","2537","11.6","3.2","7.7","2.1","12.6","2.8","12.2","3.1","3.0","17.4","3.4","11.1","2.8","7.5","2.3","3.9","1.8","3.7","1.4","42695","5725","60515","6801","(X)","(X)","(X)","(X)","22.6","(X)","12.2"
"310M100US42140","Santa Fe, NM Metro Area","62311","1286","8.7","1.4","5.4","1.2","9.8","1.7","10.8","1.9","14.3","1.9","18.4","2.3","2.1","10.7","1.7","4.3","1.0","5.2","1.2","50720","2046","71027","4027","31.9","(X)","(X)","(X)","(X)","(X)","34914","1803","6.9","1.9","3.5","1.4","7.7","2.1","10.3","2.5","13.7","2.9","18.2","3.2","14.7","2.8","12.0","2.1","6.0","1.6","6.8","1.9","59277","5866","80250","5591","(X)","(X)","31.8","(X)","(X)","(X)","25169","1792","3.4","1.6","2.9","1.4","4.9","1.5","9.1","2.8","11.3","3.0","18.7","3.4","18.6","3.7","14.5","2.8","7.6","2.1","9.1","2.5","74519","6712","12.3","N","N","(X)","(X)","(X)","(X)","(X)","(X)","27397","1770","12.3","2.6","7.9","2.1","13.2","3.0","11.8","2.9","3.1","17.8","3.2","9.4","2.7","8.5","2.1","2.0","0.8","3.2","1.2","40745","2930","58052","5287","(X)","(X)","(X)","(X)","30.7","(X)","13.9"
"310M100US42220","Santa Rosa-Petaluma, CA Metro Area","184348","2755","4.5","0.7","3.8","0.8","10.6","1.1","9.1","0.9","13.9","1.2","17.4","1.5","1.1","16.3","1.3","5.6","0.7","5.7","0.7","59941","2090","81555","2969","24.5","(X)","(X)","(X)","(X)","(X)","117766","3464","3.3","0.8","1.9","0.7","8.4","1.4","8.3","1.2","13.1","1.6","17.8","1.9","13.1","1.5","20.1","1.7","7.2","0.9","6.9","1.0","69920","2966","93258","4246","(X)","(X)","24.6","(X)","(X)","(X)","88612","3307","1.4","0.6","0.9","0.4","5.5","1.3","7.6","1.4","11.8","1.6","16.6","2.2","14.8","1.9","24.1","2.1","8.6","1.3","8.6","1.2","82098","4005","13.0","106570","5215","(X)","(X)","(X)","(X)","(X)","(X)","66582","3084","8.1","1.4","7.6","1.7","15.5","2.0","10.1","1.6","2.2","18.1","2.5","11.1","2.0","8.2","1.5","2.3","0.8","3.0","0.9","42493","2383","56330","3012","(X)","(X)","(X)","(X)","21.8","(X)","16.1"
"310M100US42340","Savannah, GA Metro Area","132868","2996","8.9","1.1","6.8","0.9","10.8","1.2","11.0","1.4","15.6","1.8","18.5","1.8","1.4","11.1","1.4","3.2","0.6","3.3","0.7","47059","1804","62878","2332","37.5","(X)","(X)","(X)","(X)","(X)","85565","3148","5.6","1.3","4.0","1.1","9.9","1.6","9.6","1.5","13.5","2.3","20.9","2.2","13.0","1.9","15.0","2.1","4.2","0.9","4.4","1.0","58234","3287","73677","3686","(X)","(X)","39.0","(X)","(X)","(X)","59236","2991","1.0","0.7","1.0","0.5","4.5","1.1","7.5","1.7","13.4","2.4","24.9","3.1","16.4","2.6","19.7","2.6","5.8","1.3","5.7","1.3","72516","3151","10.8","89934","4123","(X)","(X)","(X)","(X)","(X)","(X)","47303","2699","16.7","2.5","12.8","2.0","13.2","1.8","13.4","2.2","2.9","12.8","2.4","6.5","1.8","3.4","1.2","1.3","0.7","1.5","0.8","29857","3426","40975","3150","(X)","(X)","(X)","(X)","32.6","(X)","18.4"
"310M100US42540","Scranton--Wilkes-Barre, PA Metro Area","225527","3173","7.9","0.7","7.8","0.6","13.9","1.0","12.4","1.0","14.6","1.2","17.3","1.1","0.8","9.6","0.8","2.8","0.4","2.2","0.4","42883","1410","57335","1429","31.1","(X)","(X)","(X)","(X)","(X)","139999","3392","4.8","0.8","3.9","0.8","9.0","1.0","12.1","1.3","14.5","1.4","19.9","1.2","15.5","1.1","13.3","1.0","3.9","0.6","3.0","0.6","56037","2058","69690","1809","(X)","(X)","32.2","(X)","(X)","(X)","101069","3071","1.6","0.5","1.8","0.6","6.6","1.0","9.2","1.3","13.4","1.4","22.0","1.5","18.5","1.3","17.8","1.5","5.1","0.8","4.0","0.8","70344","2148","11.4","82045","2309","(X)","(X)","(X)","(X)","(X)","(X)","85528","3215","13.8","1.5","15.3","1.4","22.3","2.0","13.5","1.7","1.9","12.0","1.7","4.6","1.0","3.1","0.9","1.0","0.4","0.7","0.5","24264","1535","35487","2122","(X)","(X)","(X)","(X)","28.4","(X)","13.9"
"310M100US42580","Seaford, DE Micro Area","77995","2432","5.7","1.3","6.0","1.4","12.6","1.6","11.4","1.9","14.7","1.9","18.0","2.0","1.5","12.2","1.3","3.2","0.8","2.8","0.7","49471","3163","64093","2217","34.8","(X)","(X)","(X)","(X)","(X)","51127","2543","4.2","1.3","4.2","1.4","8.2","1.5","10.7","2.0","14.7","2.2","18.3","2.1","16.2","2.1","16.0","1.8","4.0","1.1","3.4","1.0","60140","3128","73265","3378","(X)","(X)","35.8","(X)","(X)","(X)","38638","2332","2.1","1.0","2.1","1.3","5.6","1.5","9.8","2.4","14.6","2.8","19.7","2.7","18.2","2.7","18.9","2.3","4.7","1.4","4.2","1.3","70362","5694","13.5","N","N","(X)","(X)","(X)","(X)","(X)","(X)","26868","2012","9.7","2.8","10.3","2.7","22.4","3.5","13.2","3.2","2.9","15.0","2.7","7.4","2.2","4.0","1.5","1.5","0.9","1.7","1.1","30641","2389","43618","3392","(X)","(X)","(X)","(X)","30.4","(X)","14.8"
