"","MSA","year","FIRM","ESTB","naics_code","naics_descr"
"2580",14460,2013,6953,8368,"621","Ambulatory Health Care Services"
"2581",14460,2013,50,100,"622","Hospitals"
"2582",14460,2013,467,1711,"623","Nursing and Residential Care Facilities"
"2583",14460,2013,2250,3054,"624","Social Assistance"
"2584",14460,2013,2091,2291,"71","Arts, Entertainment, and Recreation"
"2585",14460,2013,556,565,"711","Performing Arts, Spectator Sports, and Related Industries"
"2586",14460,2013,161,203,"712","Museums, Historical Sites, and Similar Institutions"
"2587",14460,2013,1375,1523,"713","Amusement, Gambling, and Recreation Industries"
"2588",14460,2013,9271,11951,"72","Accommodation and Food Services"
"2589",14460,2013,471,608,"721","Accommodation"
"2590",14460,2013,8807,11343,"722","Food Services and Drinking Places"
"2591",14460,2013,11638,12609,"81","Other Services (except Public Administration)"
"2592",14460,2013,3148,3358,"811","Repair and Maintenance"
"2593",14460,2013,4197,4895,"812","Personal and Laundry Services"
"2594",14460,2013,4296,4356,"813","Religious, Grantmaking, Civic, Professional, and Similar Organizations"
"2595",14460,2013,281,281,"99","Industries not classified"
"2596",14860,2013,23038,26972,"--","Total"
"2597",14860,2013,18,18,"11","Agriculture, Forestry, Fishing and Hunting"
"2598",14860,2013,2,2,"114","Fishing, Hunting and Trapping"
"2599",14860,2013,16,16,"115","Support Activities for Agriculture and Forestry"
"2600",14860,2013,12,13,"21","Mining, Quarrying, and Oil and Gas Extraction"
"2601",14860,2013,2,2,"211","Oil and Gas Extraction"
"2602",14860,2013,6,7,"212","Mining (except Oil and Gas)"
"2603",14860,2013,4,4,"213","Support Activities for Mining"
"2604",14860,2013,22,35,"22","Utilities"
"2605",14860,2013,22,35,"221","Utilities"
"2606",14860,2013,2229,2235,"23","Construction"
"2607",14860,2013,665,666,"236","Construction of Buildings"
"2608",14860,2013,82,82,"237","Heavy and Civil Engineering Construction"
"2609",14860,2013,1483,1487,"238","Specialty Trade Contractors"
"2610",14860,2013,809,838,"31-33","Manufacturing"
"2611",14860,2013,63,67,"311","Food Manufacturing"
"2612",14860,2013,8,8,"312","Beverage and Tobacco Product Manufacturing"
"2613",14860,2013,6,6,"313","Textile Mills"
"2614",14860,2013,23,23,"314","Textile Product Mills"
"2615",14860,2013,9,9,"315","Apparel Manufacturing"
"2616",14860,2013,3,3,"316","Leather and Allied Product Manufacturing"
"2617",14860,2013,18,18,"321","Wood Product Manufacturing"
"2618",14860,2013,10,10,"322","Paper Manufacturing"
"2619",14860,2013,96,96,"323","Printing and Related Support Activities"
"2620",14860,2013,5,9,"324","Petroleum and Coal Products Manufacturing"
"2621",14860,2013,45,45,"325","Chemical Manufacturing"
"2622",14860,2013,30,30,"326","Plastics and Rubber Products Manufacturing"
"2623",14860,2013,27,30,"327","Nonmetallic Mineral Product Manufacturing"
"2624",14860,2013,9,10,"331","Primary Metal Manufacturing"
"2625",14860,2013,137,138,"332","Fabricated Metal Product Manufacturing"
"2626",14860,2013,62,63,"333","Machinery Manufacturing"
"2627",14860,2013,73,74,"334","Computer and Electronic Product Manufacturing"
"2628",14860,2013,35,36,"335","Electrical Equipment, Appliance, and Component Manufacturing"
"2629",14860,2013,21,24,"336","Transportation Equipment Manufacturing"
"2630",14860,2013,63,63,"337","Furniture and Related Product Manufacturing"
"2631",14860,2013,76,76,"339","Miscellaneous Manufacturing"
"2632",14860,2013,1231,1357,"42","Wholesale Trade"
"2633",14860,2013,621,711,"423","Merchant Wholesalers, Durable Goods"
"2634",14860,2013,451,481,"424","Merchant Wholesalers, Nondurable Goods"
"2635",14860,2013,165,165,"425","Wholesale Electronic Markets and Agents and Brokers"
"2636",14860,2013,2640,3425,"44-45","Retail Trade"
"2637",14860,2013,194,234,"441","Motor Vehicle and Parts Dealers"
"2638",14860,2013,164,224,"442","Furniture and Home Furnishings Stores"
"2639",14860,2013,106,158,"443","Electronics and Appliance Stores"
"2640",14860,2013,237,282,"444","Building Material and Garden Equipment and Supplies Dealers"
"2641",14860,2013,478,542,"445","Food and Beverage Stores"
"2642",14860,2013,151,285,"446","Health and Personal Care Stores"
"2643",14860,2013,227,258,"447","Gasoline Stations"
"2644",14860,2013,365,609,"448","Clothing and Clothing Accessories Stores"
"2645",14860,2013,166,197,"451","Sporting Goods, Hobby, Musical Instrument, and Book Stores"
"2646",14860,2013,36,63,"452","General Merchandise Stores"
"2647",14860,2013,295,337,"453","Miscellaneous Store Retailers"
"2648",14860,2013,233,236,"454","Nonstore Retailers"
"2649",14860,2013,428,472,"48-49","Transportation and Warehousing"
"2650",14860,2013,14,15,"481","Air Transportation"
"2651",14860,2013,17,20,"483","Water Transportation"
"2652",14860,2013,101,103,"484","Truck Transportation"
"2653",14860,2013,131,149,"485","Transit and Ground Passenger Transportation"
"2654",14860,2013,2,4,"486","Pipeline Transportation"
"2655",14860,2013,115,120,"488","Support Activities for Transportation"
"2656",14860,2013,26,37,"492","Couriers and Messengers"
"2657",14860,2013,24,24,"493","Warehousing and Storage"
"2658",14860,2013,420,573,"51","Information"
"2659",14860,2013,150,168,"511","Publishing Industries (except Internet)"
"2660",14860,2013,97,107,"512","Motion Picture and Sound Recording Industries"
"2661",14860,2013,21,32,"515","Broadcasting (except Internet)"
"2662",14860,2013,39,136,"517","Telecommunications"
"2663",14860,2013,56,58,"518","Data Processing, Hosting, and Related Services"
"2664",14860,2013,67,72,"519","Other Information Services"
"2665",14860,2013,1567,2422,"52","Finance and Insurance"
"2666",14860,2013,198,718,"522","Credit Intermediation and Related Activities"
"2667",14860,2013,929,1126,"523","Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
"2668",14860,2013,459,571,"524","Insurance Carriers and Related Activities"
"2669",14860,2013,7,7,"525","Funds, Trusts, and Other Financial Vehicles"
"2670",14860,2013,859,1056,"53","Real Estate and Rental and Leasing"
"2671",14860,2013,759,913,"531","Real Estate"
"2672",14860,2013,87,129,"532","Rental and Leasing Services"
"2673",14860,2013,14,14,"533","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)"
"2674",14860,2013,3295,3440,"54","Professional, Scientific, and Technical Services"
"2675",14860,2013,3295,3440,"541","Professional, Scientific, and Technical Services"
"2676",14860,2013,227,280,"55","Management of Companies and Enterprises"
"2677",14860,2013,227,280,"551","Management of Companies and Enterprises"
"2678",14860,2013,1782,1913,"56","Administrative and Support and Waste Management and Remediation Services"
"2679",14860,2013,1669,1795,"561","Administrative and Support Services"
"2680",14860,2013,113,118,"562","Waste Management and Remediation Services"
"2681",14860,2013,476,488,"61","Educational Services"
"2682",14860,2013,476,488,"611","Educational Services"
"2683",14860,2013,2288,2885,"62","Health Care and Social Assistance"
"2684",14860,2013,1751,2046,"621","Ambulatory Health Care Services"
"2685",14860,2013,9,10,"622","Hospitals"
"2686",14860,2013,79,234,"623","Nursing and Residential Care Facilities"
"2687",14860,2013,471,595,"624","Social Assistance"
"2688",14860,2013,532,563,"71","Arts, Entertainment, and Recreation"
"2689",14860,2013,180,180,"711","Performing Arts, Spectator Sports, and Related Industries"
"2690",14860,2013,37,38,"712","Museums, Historical Sites, and Similar Institutions"
"2691",14860,2013,315,345,"713","Amusement, Gambling, and Recreation Industries"
"2692",14860,2013,2022,2352,"72","Accommodation and Food Services"
"2693",14860,2013,76,90,"721","Accommodation"
"2694",14860,2013,1946,2262,"722","Food Services and Drinking Places"
"2695",14860,2013,2478,2570,"81","Other Services (except Public Administration)"
"2696",14860,2013,572,588,"811","Repair and Maintenance"
"2697",14860,2013,997,1069,"812","Personal and Laundry Services"
"2698",14860,2013,909,913,"813","Religious, Grantmaking, Civic, Professional, and Similar Organizations"
"2699",14860,2013,37,37,"99","Industries not classified"
"2700",25540,2013,23522,29158,"--","Total"
"2701",25540,2013,20,20,"11","Agriculture, Forestry, Fishing and Hunting"
"2702",25540,2013,3,3,"113","Forestry and Logging"
"2703",25540,2013,1,1,"114","Fishing, Hunting and Trapping"
"2704",25540,2013,16,16,"115","Support Activities for Agriculture and Forestry"
"2705",25540,2013,12,16,"21","Mining, Quarrying, and Oil and Gas Extraction"
"2706",25540,2013,1,1,"211","Oil and Gas Extraction"
"2707",25540,2013,10,14,"212","Mining (except Oil and Gas)"
"2708",25540,2013,1,1,"213","Support Activities for Mining"
"2709",25540,2013,20,47,"22","Utilities"
"2710",25540,2013,20,47,"221","Utilities"
"2711",25540,2013,2569,2581,"23","Construction"
"2712",25540,2013,633,635,"236","Construction of Buildings"
"2713",25540,2013,144,147,"237","Heavy and Civil Engineering Construction"
"2714",25540,2013,1794,1799,"238","Specialty Trade Contractors"
"2715",25540,2013,1524,1583,"31-33","Manufacturing"
"2716",25540,2013,82,83,"311","Food Manufacturing"
"2717",25540,2013,20,20,"312","Beverage and Tobacco Product Manufacturing"
"2718",25540,2013,8,8,"313","Textile Mills"
"2719",25540,2013,29,30,"314","Textile Product Mills"
"2720",25540,2013,5,5,"315","Apparel Manufacturing"
"2721",25540,2013,1,1,"316","Leather and Allied Product Manufacturing"
"2722",25540,2013,32,32,"321","Wood Product Manufacturing"
"2723",25540,2013,17,17,"322","Paper Manufacturing"
"2724",25540,2013,117,119,"323","Printing and Related Support Activities"
"2725",25540,2013,4,6,"324","Petroleum and Coal Products Manufacturing"
"2726",25540,2013,47,48,"325","Chemical Manufacturing"
"2727",25540,2013,55,56,"326","Plastics and Rubber Products Manufacturing"
"2728",25540,2013,42,48,"327","Nonmetallic Mineral Product Manufacturing"
"2729",25540,2013,19,19,"331","Primary Metal Manufacturing"
"2730",25540,2013,496,509,"332","Fabricated Metal Product Manufacturing"
"2731",25540,2013,186,190,"333","Machinery Manufacturing"
"2732",25540,2013,71,72,"334","Computer and Electronic Product Manufacturing"
"2733",25540,2013,42,43,"335","Electrical Equipment, Appliance, and Component Manufacturing"
"2734",25540,2013,86,95,"336","Transportation Equipment Manufacturing"
"2735",25540,2013,65,65,"337","Furniture and Related Product Manufacturing"
"2736",25540,2013,117,117,"339","Miscellaneous Manufacturing"
"2737",25540,2013,1281,1419,"42","Wholesale Trade"
"2738",25540,2013,812,918,"423","Merchant Wholesalers, Durable Goods"
"2739",25540,2013,314,338,"424","Merchant Wholesalers, Nondurable Goods"
"2740",25540,2013,160,163,"425","Wholesale Electronic Markets and Agents and Brokers"
"2741",25540,2013,2948,4195,"44-45","Retail Trade"
"2742",25540,2013,308,413,"441","Motor Vehicle and Parts Dealers"
"2743",25540,2013,153,223,"442","Furniture and Home Furnishings Stores"
"2744",25540,2013,101,170,"443","Electronics and Appliance Stores"
"2745",25540,2013,258,320,"444","Building Material and Garden Equipment and Supplies Dealers"
"2746",25540,2013,700,790,"445","Food and Beverage Stores"
"2747",25540,2013,162,378,"446","Health and Personal Care Stores"
"2748",25540,2013,239,331,"447","Gasoline Stations"
"2749",25540,2013,295,588,"448","Clothing and Clothing Accessories Stores"
"2750",25540,2013,144,200,"451","Sporting Goods, Hobby, Musical Instrument, and Book Stores"
"2751",25540,2013,44,135,"452","General Merchandise Stores"
"2752",25540,2013,300,369,"453","Miscellaneous Store Retailers"
"2753",25540,2013,268,278,"454","Nonstore Retailers"
"2754",25540,2013,485,574,"48-49","Transportation and Warehousing"
"2755",25540,2013,13,18,"481","Air Transportation"
"2756",25540,2013,229,234,"484","Truck Transportation"
"2757",25540,2013,64,110,"485","Transit and Ground Passenger Transportation"
"2758",25540,2013,3,5,"486","Pipeline Transportation"
"2759",25540,2013,6,6,"487","Scenic and Sightseeing Transportation"
"2760",25540,2013,109,114,"488","Support Activities for Transportation"
"2761",25540,2013,29,43,"492","Couriers and Messengers"
"2762",25540,2013,38,44,"493","Warehousing and Storage"
"2763",25540,2013,296,517,"51","Information"
"2764",25540,2013,92,112,"511","Publishing Industries (except Internet)"
"2765",25540,2013,59,64,"512","Motion Picture and Sound Recording Industries"
"2766",25540,2013,26,48,"515","Broadcasting (except Internet)"
"2767",25540,2013,39,175,"517","Telecommunications"
"2768",25540,2013,46,66,"518","Data Processing, Hosting, and Related Services"
"2769",25540,2013,47,52,"519","Other Information Services"
"2770",25540,2013,1166,2014,"52","Finance and Insurance"
"2771",25540,2013,204,708,"522","Credit Intermediation and Related Activities"
"2772",25540,2013,306,397,"523","Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
"2773",25540,2013,676,908,"524","Insurance Carriers and Related Activities"
"2774",25540,2013,1,1,"525","Funds, Trusts, and Other Financial Vehicles"
"2775",25540,2013,814,1071,"53","Real Estate and Rental and Leasing"
"2776",25540,2013,715,895,"531","Real Estate"
"2777",25540,2013,93,169,"532","Rental and Leasing Services"
"2778",25540,2013,7,7,"533","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)"
"2779",25540,2013,2641,2817,"54","Professional, Scientific, and Technical Services"
"2780",25540,2013,2641,2817,"541","Professional, Scientific, and Technical Services"
"2781",25540,2013,174,264,"55","Management of Companies and Enterprises"
"2782",25540,2013,174,264,"551","Management of Companies and Enterprises"
"2783",25540,2013,1452,1623,"56","Administrative and Support and Waste Management and Remediation Services"
"2784",25540,2013,1361,1514,"561","Administrative and Support Services"
"2785",25540,2013,92,109,"562","Waste Management and Remediation Services"
"2786",25540,2013,385,395,"61","Educational Services"
"2787",25540,2013,385,395,"611","Educational Services"
"2788",25540,2013,2539,3621,"62","Health Care and Social Assistance"
"2789",25540,2013,1837,2420,"621","Ambulatory Health Care Services"
"2790",25540,2013,15,20,"622","Hospitals"
"2791",25540,2013,185,436,"623","Nursing and Residential Care Facilities"
"2792",25540,2013,554,745,"624","Social Assistance"
"2793",25540,2013,443,481,"71","Arts, Entertainment, and Recreation"
"2794",25540,2013,95,96,"711","Performing Arts, Spectator Sports, and Related Industries"
"2795",25540,2013,39,42,"712","Museums, Historical Sites, and Similar Institutions"
"2796",25540,2013,309,343,"713","Amusement, Gambling, and Recreation Industries"
"2797",25540,2013,2155,2719,"72","Accommodation and Food Services"
"2798",25540,2013,125,142,"721","Accommodation"
"2799",25540,2013,2030,2577,"722","Food Services and Drinking Places"
"2800",25540,2013,2947,3165,"81","Other Services (except Public Administration)"
"2801",25540,2013,773,821,"811","Repair and Maintenance"
"2802",25540,2013,970,1128,"812","Personal and Laundry Services"
"2803",25540,2013,1204,1216,"813","Religious, Grantmaking, Civic, Professional, and Similar Organizations"
"2804",25540,2013,36,36,"99","Industries not classified"
"2805",35300,2013,16561,19431,"--","Total"
"2806",35300,2013,13,13,"11","Agriculture, Forestry, Fishing and Hunting"
"2807",35300,2013,4,4,"114","Fishing, Hunting and Trapping"
"2808",35300,2013,9,9,"115","Support Activities for Agriculture and Forestry"
"2809",35300,2013,11,14,"21","Mining, Quarrying, and Oil and Gas Extraction"
"2810",35300,2013,10,13,"212","Mining (except Oil and Gas)"
"2811",35300,2013,1,1,"213","Support Activities for Mining"
"2812",35300,2013,14,27,"22","Utilities"
"2813",35300,2013,14,27,"221","Utilities"
"2814",35300,2013,1678,1682,"23","Construction"
"2815",35300,2013,406,407,"236","Construction of Buildings"
"2816",35300,2013,72,74,"237","Heavy and Civil Engineering Construction"
"2817",35300,2013,1200,1201,"238","Specialty Trade Contractors"
"2818",35300,2013,1104,1138,"31-33","Manufacturing"
"2819",35300,2013,85,85,"311","Food Manufacturing"
"2820",35300,2013,9,9,"312","Beverage and Tobacco Product Manufacturing"
"2821",35300,2013,5,5,"313","Textile Mills"
"2822",35300,2013,18,20,"314","Textile Product Mills"
"2823",35300,2013,5,5,"315","Apparel Manufacturing"
"2824",35300,2013,1,1,"316","Leather and Allied Product Manufacturing"
"2825",35300,2013,30,30,"321","Wood Product Manufacturing"
"2826",35300,2013,16,17,"322","Paper Manufacturing"
"2827",35300,2013,92,96,"323","Printing and Related Support Activities"
"2828",35300,2013,5,12,"324","Petroleum and Coal Products Manufacturing"
"2829",35300,2013,33,33,"325","Chemical Manufacturing"
"2830",35300,2013,44,44,"326","Plastics and Rubber Products Manufacturing"
"2831",35300,2013,25,27,"327","Nonmetallic Mineral Product Manufacturing"
"2832",35300,2013,27,29,"331","Primary Metal Manufacturing"
"2833",35300,2013,300,304,"332","Fabricated Metal Product Manufacturing"
"2834",35300,2013,105,105,"333","Machinery Manufacturing"
"2835",35300,2013,97,98,"334","Computer and Electronic Product Manufacturing"
"2836",35300,2013,39,39,"335","Electrical Equipment, Appliance, and Component Manufacturing"
"2837",35300,2013,40,40,"336","Transportation Equipment Manufacturing"
"2838",35300,2013,49,49,"337","Furniture and Related Product Manufacturing"
"2839",35300,2013,90,90,"339","Miscellaneous Manufacturing"
"2840",35300,2013,961,1047,"42","Wholesale Trade"
"2841",35300,2013,613,673,"423","Merchant Wholesalers, Durable Goods"
"2842",35300,2013,251,272,"424","Merchant Wholesalers, Nondurable Goods"
"2843",35300,2013,101,102,"425","Wholesale Electronic Markets and Agents and Brokers"
"2844",35300,2013,2138,2896,"44-45","Retail Trade"
"2845",35300,2013,229,274,"441","Motor Vehicle and Parts Dealers"
"2846",35300,2013,101,133,"442","Furniture and Home Furnishings Stores"
"2847",35300,2013,88,146,"443","Electronics and Appliance Stores"
"2848",35300,2013,160,191,"444","Building Material and Garden Equipment and Supplies Dealers"
"2849",35300,2013,492,542,"445","Food and Beverage Stores"
"2850",35300,2013,108,250,"446","Health and Personal Care Stores"
"2851",35300,2013,207,255,"447","Gasoline Stations"
"2852",35300,2013,243,418,"448","Clothing and Clothing Accessories Stores"
"2853",35300,2013,93,118,"451","Sporting Goods, Hobby, Musical Instrument, and Book Stores"
"2854",35300,2013,36,112,"452","General Merchandise Stores"
"2855",35300,2013,209,263,"453","Miscellaneous Store Retailers"
"2856",35300,2013,188,194,"454","Nonstore Retailers"
"2857",35300,2013,315,357,"48-49","Transportation and Warehousing"
"2858",35300,2013,9,9,"481","Air Transportation"
"2859",35300,2013,4,5,"483","Water Transportation"
"2860",35300,2013,139,145,"484","Truck Transportation"
"2861",35300,2013,52,70,"485","Transit and Ground Passenger Transportation"
"2862",35300,2013,3,5,"486","Pipeline Transportation"
"2863",35300,2013,1,1,"487","Scenic and Sightseeing Transportation"
"2864",35300,2013,58,59,"488","Support Activities for Transportation"
"2865",35300,2013,19,25,"492","Couriers and Messengers"
"2866",35300,2013,34,38,"493","Warehousing and Storage"
"2867",35300,2013,194,331,"51","Information"
"2868",35300,2013,52,56,"511","Publishing Industries (except Internet)"
"2869",35300,2013,31,33,"512","Motion Picture and Sound Recording Industries"
"2870",35300,2013,21,26,"515","Broadcasting (except Internet)"
"2871",35300,2013,31,138,"517","Telecommunications"
"2872",35300,2013,35,48,"518","Data Processing, Hosting, and Related Services"
"2873",35300,2013,26,30,"519","Other Information Services"
"2874",35300,2013,637,1004,"52","Finance and Insurance"
"2875",35300,2013,155,430,"522","Credit Intermediation and Related Activities"
"2876",35300,2013,158,208,"523","Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
"2877",35300,2013,332,365,"524","Insurance Carriers and Related Activities"
"2878",35300,2013,1,1,"525","Funds, Trusts, and Other Financial Vehicles"
"2879",35300,2013,545,652,"53","Real Estate and Rental and Leasing"
"2880",35300,2013,479,534,"531","Real Estate"
"2881",35300,2013,61,113,"532","Rental and Leasing Services"
"2882",35300,2013,5,5,"533","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)"
"2883",35300,2013,1847,1923,"54","Professional, Scientific, and Technical Services"
"2884",35300,2013,1847,1923,"541","Professional, Scientific, and Technical Services"
"2885",35300,2013,90,112,"55","Management of Companies and Enterprises"
"2886",35300,2013,90,112,"551","Management of Companies and Enterprises"
"2887",35300,2013,911,994,"56","Administrative and Support and Waste Management and Remediation Services"
"2888",35300,2013,827,907,"561","Administrative and Support Services"
"2889",35300,2013,84,87,"562","Waste Management and Remediation Services"
"2890",35300,2013,291,313,"61","Educational Services"
"2891",35300,2013,291,313,"611","Educational Services"
"2892",35300,2013,1866,2435,"62","Health Care and Social Assistance"
"2893",35300,2013,1361,1630,"621","Ambulatory Health Care Services"
"2894",35300,2013,9,10,"622","Hospitals"
"2895",35300,2013,129,276,"623","Nursing and Residential Care Facilities"
"2896",35300,2013,403,519,"624","Social Assistance"
"2897",35300,2013,260,272,"71","Arts, Entertainment, and Recreation"
"2898",35300,2013,67,67,"711","Performing Arts, Spectator Sports, and Related Industries"
"2899",35300,2013,16,17,"712","Museums, Historical Sites, and Similar Institutions"
"2900",35300,2013,177,188,"713","Amusement, Gambling, and Recreation Industries"
"2901",35300,2013,1792,2006,"72","Accommodation and Food Services"
"2902",35300,2013,77,81,"721","Accommodation"
"2903",35300,2013,1715,1925,"722","Food Services and Drinking Places"
"2904",35300,2013,2095,2200,"81","Other Services (except Public Administration)"
"2905",35300,2013,562,585,"811","Repair and Maintenance"
"2906",35300,2013,767,848,"812","Personal and Laundry Services"
"2907",35300,2013,766,767,"813","Religious, Grantmaking, Civic, Professional, and Similar Organizations"
"2908",35300,2013,15,15,"99","Industries not classified"
"2909",35620,2013,493151,564394,"--","Total"
"2910",35620,2013,387,388,"11","Agriculture, Forestry, Fishing and Hunting"
"2911",35620,2013,14,14,"113","Forestry and Logging"
"2912",35620,2013,80,81,"114","Fishing, Hunting and Trapping"
"2913",35620,2013,293,293,"115","Support Activities for Agriculture and Forestry"
"2914",35620,2013,109,122,"21","Mining, Quarrying, and Oil and Gas Extraction"
"2915",35620,2013,14,14,"211","Oil and Gas Extraction"
"2916",35620,2013,72,85,"212","Mining (except Oil and Gas)"
"2917",35620,2013,23,23,"213","Support Activities for Mining"
"2918",35620,2013,194,586,"22","Utilities"
"2919",35620,2013,194,586,"221","Utilities"
"2920",35620,2013,46782,47014,"23","Construction"
"2921",35620,2013,15905,15939,"236","Construction of Buildings"
"2922",35620,2013,1408,1461,"237","Heavy and Civil Engineering Construction"
"2923",35620,2013,29486,29614,"238","Specialty Trade Contractors"
"2924",35620,2013,15497,15845,"31-33","Manufacturing"
"2925",35620,2013,2053,2071,"311","Food Manufacturing"
"2926",35620,2013,174,180,"312","Beverage and Tobacco Product Manufacturing"
"2927",35620,2013,221,223,"313","Textile Mills"
"2928",35620,2013,351,353,"314","Textile Product Mills"
"2929",35620,2013,1192,1197,"315","Apparel Manufacturing"
"2930",35620,2013,95,95,"316","Leather and Allied Product Manufacturing"
"2931",35620,2013,269,270,"321","Wood Product Manufacturing"
"2932",35620,2013,219,226,"322","Paper Manufacturing"
"2933",35620,2013,1872,1887,"323","Printing and Related Support Activities"
"2934",35620,2013,61,84,"324","Petroleum and Coal Products Manufacturing"
"2935",35620,2013,759,812,"325","Chemical Manufacturing"
"2936",35620,2013,511,528,"326","Plastics and Rubber Products Manufacturing"
"2937",35620,2013,424,461,"327","Nonmetallic Mineral Product Manufacturing"
"2938",35620,2013,161,165,"331","Primary Metal Manufacturing"
"2939",35620,2013,2004,2024,"332","Fabricated Metal Product Manufacturing"
"2940",35620,2013,758,767,"333","Machinery Manufacturing"
"2941",35620,2013,700,717,"334","Computer and Electronic Product Manufacturing"
"2942",35620,2013,322,324,"335","Electrical Equipment, Appliance, and Component Manufacturing"
"2943",35620,2013,251,253,"336","Transportation Equipment Manufacturing"
"2944",35620,2013,1054,1057,"337","Furniture and Related Product Manufacturing"
"2945",35620,2013,2137,2151,"339","Miscellaneous Manufacturing"
"2946",35620,2013,35482,37902,"42","Wholesale Trade"
"2947",35620,2013,16968,18543,"423","Merchant Wholesalers, Durable Goods"
"2948",35620,2013,14967,15708,"424","Merchant Wholesalers, Nondurable Goods"
"2949",35620,2013,3618,3651,"425","Wholesale Electronic Markets and Agents and Brokers"
"2950",35620,2013,62180,78803,"44-45","Retail Trade"
"2951",35620,2013,3036,3782,"441","Motor Vehicle and Parts Dealers"
"2952",35620,2013,2704,3600,"442","Furniture and Home Furnishings Stores"
"2953",35620,2013,2633,3734,"443","Electronics and Appliance Stores"
"2954",35620,2013,3402,4121,"444","Building Material and Garden Equipment and Supplies Dealers"
"2955",35620,2013,18565,19864,"445","Food and Beverage Stores"
"2956",35620,2013,5741,8599,"446","Health and Personal Care Stores"
"2957",35620,2013,3383,3934,"447","Gasoline Stations"
"2958",35620,2013,8133,13765,"448","Clothing and Clothing Accessories Stores"
"2959",35620,2013,2224,2887,"451","Sporting Goods, Hobby, Musical Instrument, and Book Stores"
"2960",35620,2013,1642,2543,"452","General Merchandise Stores"
"2961",35620,2013,6037,7019,"453","Miscellaneous Store Retailers"
"2962",35620,2013,4819,4955,"454","Nonstore Retailers"
"2963",35620,2013,13298,14687,"48-49","Transportation and Warehousing"
"2964",35620,2013,216,347,"481","Air Transportation"
"2965",35620,2013,108,163,"483","Water Transportation"
"2966",35620,2013,5245,5441,"484","Truck Transportation"
"2967",35620,2013,3103,3322,"485","Transit and Ground Passenger Transportation"
"2968",35620,2013,22,45,"486","Pipeline Transportation"
"2969",35620,2013,175,181,"487","Scenic and Sightseeing Transportation"
"2970",35620,2013,2979,3263,"488","Support Activities for Transportation"
"2971",35620,2013,916,1159,"492","Couriers and Messengers"
"2972",35620,2013,594,766,"493","Warehousing and Storage"
"2973",35620,2013,7695,11552,"51","Information"
"2974",35620,2013,1749,2045,"511","Publishing Industries (except Internet)"
"2975",35620,2013,3184,3405,"512","Motion Picture and Sound Recording Industries"
"2976",35620,2013,216,532,"515","Broadcasting (except Internet)"
"2977",35620,2013,711,3199,"517","Telecommunications"
"2978",35620,2013,870,1054,"518","Data Processing, Hosting, and Related Services"
"2979",35620,2013,1062,1317,"519","Other Information Services"
"2980",35620,2013,16594,29781,"52","Finance and Insurance"
"2981",35620,2013,3,5,"521","Monetary Authorities-Central Bank"
"2982",35620,2013,2698,10276,"522","Credit Intermediation and Related Activities"
"2983",35620,2013,6663,10392,"523","Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
"2984",35620,2013,7262,8990,"524","Insurance Carriers and Related Activities"
"2985",35620,2013,117,118,"525","Funds, Trusts, and Other Financial Vehicles"
"2986",35620,2013,30325,33525,"53","Real Estate and Rental and Leasing"
"2987",35620,2013,28657,31162,"531","Real Estate"
"2988",35620,2013,1510,2188,"532","Rental and Leasing Services"
"2989",35620,2013,172,175,"533","Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)"
"2990",35620,2013,67802,70996,"54","Professional, Scientific, and Technical Services"
"2991",35620,2013,67802,70996,"541","Professional, Scientific, and Technical Services"
"2992",35620,2013,1918,3118,"55","Management of Companies and Enterprises"
"2993",35620,2013,1918,3118,"551","Management of Companies and Enterprises"
"2994",35620,2013,26781,29448,"56","Administrative and Support and Waste Management and Remediation Services"
"2995",35620,2013,25488,28015,"561","Administrative and Support Services"
"2996",35620,2013,1296,1433,"562","Waste Management and Remediation Services"
"2997",35620,2013,8391,9048,"61","Educational Services"
"2998",35620,2013,8391,9048,"611","Educational Services"
"2999",35620,2013,51457,60995,"62","Health Care and Social Assistance"
"3000",35620,2013,42325,45793,"621","Ambulatory Health Care Services"
"3001",35620,2013,153,229,"622","Hospitals"
"3002",35620,2013,1254,3864,"623","Nursing and Residential Care Facilities"
"3003",35620,2013,8127,11109,"624","Social Assistance"
"3004",35620,2013,10604,11419,"71","Arts, Entertainment, and Recreation"
"3005",35620,2013,6245,6327,"711","Performing Arts, Spectator Sports, and Related Industries"
"3006",35620,2013,405,427,"712","Museums, Historical Sites, and Similar Institutions"
"3007",35620,2013,3959,4665,"713","Amusement, Gambling, and Recreation Industries"
"3008",35620,2013,44261,49666,"72","Accommodation and Food Services"
"3009",35620,2013,1543,1834,"721","Accommodation"
"3010",35620,2013,42729,47832,"722","Food Services and Drinking Places"
"3011",35620,2013,56421,58604,"81","Other Services (except Public Administration)"
"3012",35620,2013,12365,12609,"811","Repair and Maintenance"
"3013",35620,2013,25433,26978,"812","Personal and Laundry Services"
"3014",35620,2013,18631,19017,"813","Religious, Grantmaking, Civic, Professional, and Similar Organizations"
"3015",35620,2013,895,895,"99","Industries not classified"
